id;FirstName;LastName;Gender;Birthday;Status;Salary;Taxes;Department;HourlyRate;MaritalStatus;OverTime
690;Dejah;Mertz;F;6/8/1978;PE;113054;;Sales;81;Married;No
690;Markel;Beer;M;5/8/1997;PE;95954;;Sales;91;Married;No
691;Georgie;Friesen;F;14/7/1986;PE;125873;;Sales;73;Divorced;Yes
692;Val;Schmitt;M;6/5/1977;PE;132677;;Human Resources;64;Divorced;No
692;London;Denesik;M;5/1/1992;CA;72160;;Research & Development;77;Single;No
693;Hakim;Towne;F;5/1/1975;PE;132437;;Research & Development;41;Single;No
695;Mack;Nolan;F;26/1/1998;PE;121793;;Research & Development;98;Single;No
696;Marco;Heidenreich;M;14/8/1978;PE;59639;;Sales;78;Married;No
698;Elvis;Kunze;M;19/6/1979;PE;138143;;Research & Development;89;Married;No
699;Gloria;Treutel;F;16/12/1995;PE;100276;;Research & Development;75;Divorced;Yes
700;Jaiden;Hirthe;M;26/9/1970;CA;62770;;Research & Development;63;Divorced;Yes
702;Clella;Greenholt;;1/6/1994;PE;121203;;Sales;89;Married;No
705;Elmo;Jacobson;M;26/1/1982;PE;104313;;Sales;64;Married;Yes
705;Kathyrn;Balistreri;F;6/3/1999;PE;68773;;Research & Development;59;Married;No
707;Ewell;Sawayn;F;23/3/1993;PE;117610;;Sales;78;Married;Yes
707;Erling;Nienow;F;31/12/1970;;94938;;Research & Development;44;Married;Yes
707;Leesa;Friesen;M;18/9/1996;;80722;;Sales;93;Divorced;No
708;Opal;Koelpin;M;21/2/1975;PE;132691;;Research & Development;94;Divorced;No
709;Loula;Botsford;F;19/1/1995;;100518;;Research & Development;98;Single;No
710;Jaycee;Koss;M;15/10/1971;TE;147143;;Research & Development;90;Single;Yes
710;Donato;Vandervort;M;18/9/1985;PE;141040;;Research & Development;89;Married;No
710;Noreen;Bayer;M;26/7/1985;;131732;;Human Resources;58;Divorced;No
710;Eldred;Kshlerin;F;24/9/1975;PE;92262;;Research & Development;78;Married;No
712;Damian;Marvin;F;21/5/1975;PE;135791;;Research & Development;85;Single;Yes
712;Yahir;Kertzmann;F;27/10/1970;;95140;;Sales;97;Single;No
712;Dann;Crooks;;25/12/1983;CA;66592;;Research & Development;33;Married;No
713;Ula;Rogahn;M;1/4/1997;;97009;;Research & Development;54;Married;No
713;Kaci;Berge;;22/3/1990;PE;72666;;Research & Development;83;Married;No
714;Sylvan;Spinka;F;9/11/1985;PE;94445;;Research & Development;86;Married;Yes
717;Helyn;Fadel;F;5/9/1985;PE;70770;;Sales;75;Single;Yes
718;Lindy;Gottlieb;M;25/2/1994;PE;66430;;Sales;62;Divorced;No
719;Leola;Schroeder;F;31/12/1972;PE;72369;;Research & Development;61;Married;No
720;Alfred;Wiza;F;20/2/1999;TE;61723;;Sales;44;Single;No
721;Hasel;Leannon;M;31/7/1989;CA;121109;;Sales;43;Single;No
723;Williemae;Wilkinson;M;22/10/1987;PE;106398;;Research & Development;42;Married;Yes
724;Gunnar;Prosacco;M;26/1/1979;PE;126024;;Research & Development;45;Married;No
725;Nova;Klein;F;28/12/1973;PE;123331;;Research & Development;32;Married;No
725;Lance;Ratke;M;3/8/1979;PE;84832;;Sales;41;Married;No
725;Corene;Boehm;M;11/2/1972;TE;76070;;Sales;86;Married;Yes
728;Matie;Lubowitz;F;27/4/1984;PE;119788;;Sales;84;;Yes
728;Carmel;Shields;F;8/1/1996;PE;81050;;Sales;64;;No
729;Abril;Hansen;;25/1/1971;TE;66703;;Research & Development;89;Single;No
731;Abraham;Botsford;M;1/6/1990;;80828;;Research & Development;87;Married;No
732;Dandre;Bartoletti;F;16/6/1975;PE;65582;;Sales;58;Single;Yes
733;Lilla;Blanda;;14/11/1978;PE;66934;;Research & Development;72;Married;Yes
735;Davon;Conn;;4/2/1971;;126723;;Sales;47;Single;Yes
735;Lucius;Kautzer;F;24/7/1994;CA;77156;;Research & Development;71;Divorced;No
739;Camille;Renner;;7/1/1988;;121689;;Research & Development;42;Divorced;No
743;Zack;Kling;F;21/11/1981;PE;138431;;Sales;77;Married;Yes
743;Katerina;Runolfsson;F;5/7/1990;PE;87137;;Research & Development;58;Married;No
743;Baker;Auer;F;28/12/1986;PE;72467;;Research & Development;71;Married;No
743;Dessa;Crona;F;6/4/1975;;60560;;Research & Development;49;Single;No
744;Viridiana;Beahan;F;29/3/1986;PE;142546;;Sales;48;Divorced;Yes
744;Ivory;Mante;M;4/9/1984;CA;81133;;Human Resources;66;Single;No
745;Tremaine;Stanton;F;29/7/1973;PE;115953;;Sales;32;Married;No
745;Norine;Bode;;2/10/1994;;112224;;Research & Development;39;Married;No
745;Stephenie;White;M;11/1/1995;PE;109304;;Research & Development;95;Married;No
745;Anjanette;Marvin;F;11/8/1996;;74834;;Research & Development;89;Single;No
747;Gladys;Morissette;F;4/8/1987;PE;133905;;Sales;34;Single;No
747;Charley;Hessel;M;23/3/1998;PE;90608;;Sales;48;Divorced;No
747;Vernia;Ritchie;M;25/10/1988;;70673;;Research & Development;32;Single;No
748;Nevin;Nicolas;F;30/8/1989;TE;81635;;Research & Development;59;Married;No
749;Hartley;Harber;;5/5/1978;;148713;;Research & Development;55;Single;Yes
749;Drake;Conroy;F;28/11/1988;TE;146475;;Research & Development;44;Married;No
749;Berneice;Wilkinson;M;15/8/1979;PE;91162;;Research & Development;56;Single;No
750;Mozelle;Ullrich;M;8/6/1999;PE;149146;;Sales;63;Single;Yes
751;Brooke;Morar;F;1/8/1983;PE;126294;;Sales;66;Single;Yes
751;Eric;Gislason;;29/10/1984;TE;70713;;Sales;67;Married;No
753;Jayne;Blanda;M;23/1/1987;PE;92728;;Research & Development;36;Single;No
754;Elige;Rempel;M;11/12/1976;PE;84343;;Sales;30;Single;No
757;Virginia;Ullrich;M;23/9/1991;PE;144957;;Sales;88;Married;Yes
757;Leota;O'Keefe;M;2/1/1994;;97408;;Research & Development;71;Married;Yes
757;Toma;Leuschke;;31/5/1999;;90620;;Research & Development;59;Married;Yes
758;Avis;Hayes;M;1/2/1987;;67180;;Research & Development;77;Married;No
759;Selene;Grady;;31/3/1991;PE;139412;;Human Resources;37;Single;No
760;Durwood;Prosacco;M;31/8/1980;CA;114870;;Human Resources;40;Married;No
761;Flor;Schamberger;M;10/5/1984;PE;101162;;Research & Development;77;Married;Yes
762;Jerica;Sauer;M;12/3/1982;;120954;;Sales;45;Married;No
762;Dolores;Trantow;F;24/5/1999;PE;117449;;Research & Development;78;Married;No
762;Fitzgerald;Welch;M;11/4/1991;CA;88134;;Research & Development;73;Single;No
762;Geary;Nienow;M;3/11/1980;PE;59300;;Research & Development;92;Divorced;No
763;Effa;Senger;F;24/7/1974;TE;143664;;Research & Development;82;Divorced;No
763;Virginia;Heaney;F;9/12/1995;TE;110331;;Research & Development;76;Divorced;No
763;Kiara;Gerlach;M;26/11/1984;;108015;;Research & Development;57;Married;Yes
763;Corda;Wehner;M;13/5/1990;CA;77291;;Sales;84;Married;No
764;Marisela;Green;F;3/12/1979;PE;67236;;Human Resources;59;Single;No
765;Hildur;Marvin;;10/1/1989;PE;120225;;Research & Development;86;Divorced;No
765;Kristen;Bechtelar;;17/6/1994;TE;95144;;Research & Development;54;Married;No
766;Johathan;Cruickshank;M;31/7/1982;CA;130472;;Research & Development;72;Married;No
766;Jace;Russel;;29/11/1998;;71119;;Research & Development;35;Married;Yes
767;Joshua;Renner;M;26/2/1979;PE;109423;;Sales;76;Married;No
769;Ardell;Carter;F;9/7/1993;TE;129321;;Sales;98;Single;No
769;Madaline;Hammes;F;24/5/1974;;66521;;Research & Development;--;Married;Yes
771;Ryleigh;Waters;;11/5/1975;PE;96238;;Research & Development;63;Divorced;No
772;Jabez;McLaughlin;M;12/1/1971;PE;141535;;Research & Development;48;Married;No
772;Linsey;Grant;F;11/11/1974;PE;73168;;Research & Development;95;Married;Yes
773;Dijon;Brakus;F;17/8/1982;;129734;;Research & Development;49;Married;No
775;Verna;Kunze;F;5/8/1991;PE;100598;;Research & Development;83;Married;No
775;Anfernee;Mitchell;F;17/5/1988;PE;92425;;Research & Development;68;Single;No
777;Charlsie;Schuppe;;24/3/1976;PE;78911;;Research & Development;52;Married;No
779;Codey;Nitzsche;F;18/6/1981;CA;85500;;Research & Development;99;Married;No
779;Bernard;Leuschke;;17/8/1980;;62571;;Research & Development;48;Married;No
779;Alannah;Spencer;M;2/8/1978;PE;55923;;Sales;42;Married;Yes
780;Destiny;Kirlin;M;30/9/1994;CA;120558;;Research & Development;85;Single;Yes
780;Casen;Rowe;M;22/4/1990;;120179;;Research & Development;40;Single;No
780;Hailey;Luettgen;M;25/2/1979;PE;64791;;Sales;42;Single;Yes
780;Elaine;Von;M;6/7/1972;PE;63224;;Research & Development;58;Single;Yes
781;Romeo;Kohler;F;30/9/1970;CA;75400;;Sales;87;Married;No
782;Harmony;Witting;M;6/11/1987;PE;91591;;Sales;33;Divorced;No
784;Duard;Reichert;F;22/5/1984;PE;146078;;Research & Development;94;Married;No
784;Vernie;Mann;;2/1/1994;;92651;;Sales;97;Married;No
784;Julisa;Murazik;;30/9/1987;PE;75235;;Research & Development;57;Married;No
785;Bridgette;Ward;F;13/7/1992;PE;77710;;Sales;36;Single;Yes
787;Willow;Shields;F;8/8/1994;PE;80748;;Sales;56;Married;No
789;Reid;Tromp;M;20/8/1990;;136597;;Research & Development;72;Married;No
790;Johnny;Wehner;F;4/7/1974;;72728;;Research & Development;60;Married;No
791;Asia;Hane;F;20/12/1995;;110038;;Research & Development;95;Divorced;No
792;Akeem;Mann;F;26/11/1974;PE;120863;;Research & Development;88;Married;No
792;Nanci;Schuppe;F;30/12/1989;PE;56949;;Research & Development;57;Single;No
793;Laurene;Kohler;M;15/2/1978;PE;121461;;Research & Development;78;Married;No
794;Daniel;Zboncak;M;23/10/1984;PE;97560;;Sales;31;Married;Yes
795;Ashlyn;Schinner;M;21/10/1977;;102601;;Sales;100;Married;No
797;Corinne;Becker;;24/3/1996;;121953;;Sales;94;Married;No
797;Oline;Bednar;F;2/11/1992;TE;121636;;Research & Development;100;Divorced;No
798;Clinton;Morar;M;5/9/1991;PE;118143;;Human Resources;50;Married;No
799;Clemens;Heathcote;F;15/8/1985;PE;107976;;Sales;52;Single;No
799;Valentino;Hudson;M;16/9/1988;PE;98463;;Sales;80;Married;Yes
801;Kazuko;Bechtelar;;3/4/1995;PE;97902;;Sales;98;Single;No
801;Raven;Hammes;M;20/6/1988;;97382;;Sales;62;Married;No
802;Hilton;Nienow;;13/10/1993;TE;75005;;Research & Development;46;Divorced;Yes
805;Tommie;Kreiger;F;19/2/1981;CA;139040;;Research & Development;73;Married;No
805;Blanche;Abernathy;;25/6/1989;PE;77772;;Research & Development;39;Married;Yes
806;Clair;Stokes;M;31/8/1978;PE;76691;;Research & Development;60;Divorced;No
808;Katharyn;Boyer;M;28/1/1971;PE;103177;;Research & Development;74;Married;No
808;Aleah;Bosco;M;13/4/1976;PE;67831;;Research & Development;30;Divorced;No
809;Milas;Williamson;F;2/11/1977;PE;93584;;Sales;41;Single;No
812;Sincere;Russel;F;21/10/1996;PE;139171;;Sales;42;Single;No
812;Kayley;Walker;;13/8/1981;;89921;;Research & Development;87;Married;Yes
813;Cyril;Fahey;M;16/4/1971;CA;146821;;Sales;63;Divorced;No
813;Rudolf;Paucek;F;7/3/1972;;110663;;Research & Development;82;Married;No
813;Laura;Hartmann;F;5/12/1988;PE;63915;;Research & Development;40;Married;Yes
814;Jarrod;Williamson;F;24/7/1989;PE;126979;;Research & Development;76;Married;No
814;Laddie;Stroman;F;11/1/1996;PE;72613;;Sales;89;Single;Yes
814;Chaya;Zboncak;M;16/5/1989;PE;62362;;Research & Development;78;Divorced;No
814;Kendall;Kilback;M;5/9/1984;PE;59078;;;86;Married;Yes
817;Lacey;Dickens;F;23/7/1971;;96147;;Sales;77;Married;No
818;Racheal;Funk;M;23/1/1988;PE;120223;;Sales;46;Married;No
818;Mikeal;Deckow;M;5/12/1970;TE;99191;;Research & Development;30;Single;Yes
819;Jed;Casper;;21/4/1998;CA;98343;;Sales;82;Married;No
824;Mathilda;Cormier;F;7/8/1978;TE;140012;;Research & Development;78;Married;Yes
824;Brendan;Block;F;10/10/1996;TE;123597;;Sales;38;Divorced;No
824;Kami;Langworth;M;22/8/1996;PE;72960;;Human Resources;72;Single;No
825;Loris;Volkman;M;26/7/1994;CA;83511;;Research & Development;55;Married;No
826;Braydon;Ritchie;F;17/5/1995;PE;60911;;Research & Development;43;Single;No
827;Venie;Becker;M;15/3/1973;TE;148967;;Sales;97;Single;No
828;Magdalena;Reichert;M;2/9/1993;PE;55366;;Research & Development;96;Single;No
829;Halley;Armstrong;M;15/7/1972;PE;96508;;Research & Development;69;Married;Yes
829;Shade;Runte;M;8/11/1991;PE;56935;;Sales;64;Divorced;No
835;Zelia;Lakin;M;2/7/1989;CA;125912;;Research & Development;87;Married;No
835;Olar;Pagac;M;15/2/1997;;93548;;Research & Development;100;Married;No
835;Vikki;Schiller;M;31/10/1984;PE;72145;;Research & Development;32;Divorced;No
836;Tammy;Nolan;;2/8/1974;TE;127199;;Research & Development;32;Single;No
837;Nikhil;Lemke;F;6/6/1982;PE;109382;;Research & Development;51;Divorced;No
840;Vassie;Turcotte;F;22/5/1999;PE;138513;;Research & Development;91;Single;No
841;Kimber;Larson;F;24/3/1998;PE;149164;;Research & Development;97;Married;No
841;Annamarie;Blanda;M;23/3/1982;PE;106169;;Research & Development;86;Married;No
841;Sarai;Heidenreich;F;8/3/1983;PE;76742;;Research & Development;64;Divorced;Yes
843;Lillian;Bogisich;;12/11/1991;PE;72411;;Sales;33;Married;No
845;Wendel;Dibbert;F;2/8/1992;PE;144099;;Research & Development;88;Married;Yes
845;Candace;Predovic;M;2/3/1986;TE;98922;;Research & Development;55;Single;Yes
845;Shellie;Zboncak;M;27/8/1988;PE;80332;;Research & Development;68;Married;No
845;Kayleen;Hodkiewicz;F;29/5/1986;;58755;;Sales;47;Divorced;No
846;Cleo;O'Kon;M;22/12/1974;PE;108288;;Research & Development;39;Divorced;No
846;Rutha;Emmerich;F;16/12/1993;CA;73547;;Research & Development;44;Divorced;No
847;Dequan;Brown;;29/5/1986;PE;119370;;Sales;97;Married;No
847;Cory;Funk;F;18/2/1999;PE;80614;;Research & Development;40;Divorced;Yes
850;Arnulfo;Dickens;F;16/11/1995;PE;135303;;Research & Development;47;Single;No
850;Jeffry;Kreiger;M;7/4/1983;PE;79429;;Research & Development;79;Divorced;Yes
850;Darryle;Stracke;;3/6/1978;TE;77865;;Research & Development;38;Single;Yes
852;Alston;Bauch;;4/12/1979;PE;109846;;Research & Development;57;Single;No
854;Ama;Hilll;;10/8/1997;;98448;;Research & Development;72;Single;Yes
855;Carla;Witting;F;7/2/1977;PE;96996;;Sales;66;Divorced;No
858;Larkin;Aufderhar;F;14/11/1997;;113114;;Research & Development;98;Married;No
860;Tera;Glover;M;7/4/1972;TE;123495;;Human Resources;67;Divorced;No
863;Eileen;Boyle;F;25/5/1995;CA;96924;;Research & Development;70;Single;Yes
866;Nadine;Bednar;F;26/8/1978;PE;128460;;Research & Development;96;Married;No
866;Park;Harber;M;23/12/1989;PE;94897;;Research & Development;91;Married;No
866;Corinna;Parker;F;4/3/1985;CA;84403;;Sales;46;Married;No
866;Evonne;Conn;M;21/9/1992;PE;55730;;Research & Development;64;Single;No
867;Vicente;Veum;;14/4/1971;PE;98806;;Sales;71;Single;No
867;Greta;Dickinson;F;29/4/1990;PE;81093;;Sales;68;Divorced;No
870;Shaniece;Kovacek;M;27/12/1990;PE;144102;;Research & Development;33;Married;No
870;Jacquez;Gutmann;F;20/1/1979;TE;75846;;Sales;69;Divorced;Yes
870;Dillan;Turcotte;M;29/7/1995;PE;68520;;Sales;78;Married;No
873;Minta;Schmitt;F;17/4/1972;CA;108987;;Human Resources;81;Divorced;No
875;Selmer;Vandervort;;10/1/1981;TE;116517;;Research & Development;62;Married;No
875;Ione;Jerde;F;5/10/1971;PE;109073;;Sales;65;Divorced;No
878;Monnie;Mante;F;29/6/1997;TE;91829;;Research & Development;35;Married;No
880;Shelly;Konopelski;M;28/5/1990;PE;111792;;Research & Development;60;Single;No
882;Christeen;Borer;M;12/9/1981;PE;133983;;Research & Development;45;Married;No
884;Pablo;Bogan;M;3/11/1989;;123759;;Research & Development;89;Married;No
884;Nelly;Kiehn;F;23/10/1970;;59296;;Research & Development;80;Single;No
885;Elvis;Medhurst;F;25/8/1987;CA;141046;;Research & Development;90;Married;No
885;Estela;Smitham;F;6/4/1992;PE;123140;;Sales;73;Single;No
885;Barnett;Schneider;M;29/5/1980;PE;55153;;Research & Development;87;Married;Yes
886;Ambers;Bergstrom;F;26/4/1975;;119200;;Research & Development;51;Married;Yes
886;Baby;Towne;F;14/9/1983;TE;95548;;Sales;38;Married;No
888;Byrdie;Rolfson;F;17/4/1988;;56176;;Sales;87;Married;No
889;Zechariah;Will;F;27/6/1977;PE;127310;;Sales;59;Single;Yes
889;Hollie;Muller;;4/4/1973;CA;116101;;Research & Development;45;Married;No
892;Oline;Hagenes;F;25/2/1980;;124195;;Research & Development;80;Married;Yes
892;Theta;Kirlin;M;29/8/1975;PE;115004;;Sales;93;Married;No
892;Sonji;King;;9/12/1981;PE;107375;;Research & Development;46;Married;No
892;Celestine;Walker;M;12/10/1972;CA;83549;;Sales;92;Divorced;No
893;Janiah;Little;F;3/12/1978;PE;142787;;Research & Development;84;Single;No
893;Cheyenne;Schroeder;M;21/2/1972;CA;126051;;Research & Development;87;Married;No
894;Virgie;Bradtke;M;6/10/1994;PE;86863;;Research & Development;63;Married;No
896;Efrem;Cronin;;7/5/1989;TE;58196;;Research & Development;56;Married;No
898;Kristie;Ullrich;;11/10/1989;PE;108635;;Research & Development;51;Divorced;Yes
900;Talmage;Kirlin;F;7/2/1977;TE;118016;;Sales;85;Divorced;Yes
900;Izaiah;West;F;4/2/1994;TE;95099;;Research & Development;41;Single;Yes
900;Kate;Blick;F;10/5/1975;CA;90927;;Research & Development;35;Single;No
900;Encarnacion;Hand;;11/6/1977;PE;77769;;Sales;31;Single;Yes
901;Nikki;D'Amore;;9/8/1985;CA;108287;;Research & Development;48;Married;No
901;Lary;Krajcik;M;30/8/1993;PE;73623;;Research & Development;50;Married;Yes
905;Devon;Kozey;M;1/6/1973;;66593;;Research & Development;52;Single;No
906;Augustin;Bins;;27/6/1987;PE;136597;;Research & Development;54;Married;No
906;Florene;O'Connell;M;3/4/1979;PE;133971;;Research & Development;76;Single;Yes
908;Angella;Stanton;F;2/8/1995;;104029;;Research & Development;42;Married;No
910;Violet;Metz;M;9/3/1978;CA;106724;;Research & Development;84;Divorced;No
910;Dereck;Jacobson;F;27/1/1977;;79325;;Sales;76;Married;No
911;Landen;Predovic;F;21/6/1988;CA;125038;;Sales;67;Single;No
911;Hildred;McKenzie;M;23/3/1970;PE;98515;;Research & Development;48;Single;No
914;Phylicia;Gerlach;;18/12/1996;CA;146603;;Research & Development;39;Single;No
914;Tab;Zulauf;M;15/6/1991;PE;68168;;Research & Development;97;Divorced;No
916;Jerrad;Orn;;15/12/1976;PE;142640;;Research & Development;70;Married;Yes
917;Jeff;Jacobs;M;6/11/1980;TE;98247;;Research & Development;98;Single;No
919;Michial;Oberbrunner;M;26/8/1983;PE;142240;;Research & Development;76;Single;No
919;Gerda;Hane;F;2/7/1994;PE;140632;;Research & Development;80;Single;No
919;Carter;Howe;F;12/8/1978;PE;109318;;Research & Development;52;Married;No
920;Devan;Harris;M;26/9/1972;PE;124033;;Sales;85;Married;No
921;Odis;Stracke;;6/5/1982;TE;86325;;Human Resources;81;Divorced;No
921;Kory;Luettgen;M;28/4/1993;PE;70790;;Research & Development;59;Married;No
922;Errol;Pfeffer;M;17/1/1992;;91406;;Research & Development;54;Single;Yes
924;Takisha;Stanton;F;19/6/1996;PE;100116;;Research & Development;55;Married;No
924;Ocie;Lakin;M;9/12/1970;TE;71623;;Research & Development;71;Married;No
927;Jaelynn;Corkery;F;21/10/1999;PE;136524;;Research & Development;84;Divorced;Yes
928;Domenico;Howe;;19/1/1973;PE;136394;;Research & Development;37;Married;Yes
928;Ottis;Collier;M;20/11/1993;PE;109456;;Research & Development;89;Divorced;No
928;West;Blanda;M;21/8/1999;PE;71422;;Sales;59;Divorced;Yes
928;Furman;Kiehn;F;3/1/1974;;59444;;Research & Development;32;Divorced;Yes
930;Joshuah;O'Keefe;M;5/1/1974;CA;142896;;Research & Development;86;Married;No
931;Sommer;Johnston;F;24/11/1972;PE;95217;;Human Resources;87;Single;No
932;Lucia;Bogan;M;27/10/1994;PE;137985;;Research & Development;73;Single;Yes
936;Marsha;Ledner;F;23/12/1982;PE;143806;;Sales;42;Single;No
936;Freda;Dare;;4/3/1970;PE;97777;;Research & Development;42;Married;No
937;Rylan;Stroman;M;24/6/1971;PE;141575;;Research & Development;77;Married;No
937;Roby;Hudson;M;15/1/1997;;137659;;Research & Development;66;Married;No
937;Emeline;Klocko;F;29/5/1975;PE;68156;;Research & Development;72;Married;No
939;Kennard;Hintz;M;12/6/1988;PE;71052;;Sales;50;Married;No
940;Marlana;Moen;F;5/5/1979;CA;140611;;Research & Development;31;Divorced;No
941;Jose;Breitenberg;F;2/7/1985;;142567;;Research & Development;66;Married;No
942;Kaiya;Legros;;15/10/1986;;63683;;Research & Development;77;Divorced;No
945;Shanelle;Rolfson;F;1/9/1970;CA;140563;;Research & Development;41;Divorced;Yes
945;Twila;Dickinson;F;15/2/1995;PE;65375;;Research & Development;33;Single;No
946;Mustafa;Kreiger;F;11/3/1983;PE;125503;;Sales;79;Married;No
947;Kirby;Schmitt;M;19/1/1970;PE;138064;;Research & Development;91;Married;No
948;Gerry;Kunze;F;21/11/1990;;110341;;Research & Development;65;Single;No
948;Dorsey;Runte;M;25/4/1982;PE;84865;;Research & Development;36;Single;Yes
950;Adrienne;Stokes;F;28/7/1982;CA;97453;;Research & Development;90;Married;No
951;Emery;Steuber;M;9/2/1988;;77892;;Research & Development;43;Married;Yes
951;Farris;Hirthe;M;10/12/1986;;74274;;Research & Development;93;Divorced;No
953;Pleas;Flatley;M;24/12/1973;PE;72630;;Research & Development;45;Divorced;No
954;Carin;Prosacco;M;24/6/1987;TE;143630;;Sales;67;Married;No
954;Margarite;Cassin;F;10/7/1981;PE;61076;;Research & Development;74;Single;Yes
956;Williemae;Nikolaus;M;10/3/1973;PE;117500;;Sales;42;Divorced;No
957;Damon;Rutherford;M;24/2/1976;CA;91380;;Sales;47;Single;No
957;Nettie;Monahan;;6/7/1998;PE;91047;;Research & Development;36;Single;No
958;Ottis;Wiegand;F;27/9/1977;PE;139409;;Sales;80;Divorced;Yes
958;Chantel;Shanahan;M;22/5/1992;PE;72408;;Research & Development;54;Single;No
960;Laurie;Nienow;M;1/4/1993;PE;127405;;Research & Development;36;Married;Yes
960;Madonna;Schmeler;;20/6/1972;PE;94692;;Sales;80;Married;No
961;Meryl;Hammes;F;31/3/1974;;145884;;Research & Development;44;Divorced;Yes
962;Walton;Howell;M;1/6/1996;PE;76389;;Sales;93;Married;Yes
963;Burley;Lakin;F;6/12/1971;CA;116648;;Sales;87;Divorced;No
963;Bea;Lueilwitz;F;16/1/1988;PE;85676;;Sales;48;Married;No
965;Sudie;Mayert;M;27/8/1994;;115256;;Research & Development;95;Divorced;Yes
965;Janell;Heaney;F;9/6/1991;PE;80659;;Human Resources;95;;No
966;Donal;Fay;M;27/5/1998;CA;64259;;Research & Development;76;;No
967;Novella;Streich;;5/6/1992;PE;127460;;Research & Development;94;;No
969;Marget;West;M;11/10/1979;PE;79230;;Research & Development;57;Married;No
971;Phebe;Turcotte;F;7/8/1988;;141422;;Sales;92;Married;No
971;Elvis;Bosco;;7/3/1977;PE;130542;;Research & Development;79;Married;No
975;Evonne;McGlynn;;23/11/1989;TE;66660;;Research & Development;31;Married;No
976;Cinthia;Kutch;;2/9/1993;PE;121833;;Research & Development;35;Divorced;No
979;Emery;Conn;M;23/10/1995;PE;138214;;Research & Development;99;Married;Yes
980;Gisselle;Goodwin;M;2/1/1990;TE;136427;;Research & Development;96;Divorced;Yes
981;Keanna;Nicolas;F;8/5/1994;PE;64265;;Research & Development;79;Divorced;Yes
982;Riley;Orn;;9/1/1978;PE;82041;;;73;Single;Yes
983;Randell;Dickens;M;27/6/1981;PE;98427;;Research & Development;62;Married;No
983;Gerald;Pfeffer;M;25/3/1999;CA;97350;;Sales;--;Married;No
983;Rosendo;Rau;F;6/11/1987;PE;80392;;Research & Development;--;Single;No
984;Felicity;Renner;M;14/8/1978;PE;81751;;Research & Development;51;Single;No
985;Elba;Predovic;F;17/8/1990;PE;104396;;;74;Married;No
986;Elmyra;Mertz;M;15/4/1981;PE;105395;;Research & Development;58;Married;No
990;Maryellen;Stanton;;26/9/1993;PE;80038;;;82;Divorced;No
991;Malvina;Cole;F;25/9/1971;PE;66400;;Research & Development;62;Divorced;No
992;Aleta;Kessler;F;2/11/1993;PE;94994;;;48;Married;No
992;Oda;Becker;M;22/6/1980;PE;76005;;Research & Development;56;Single;No
994;Gertie;Veum;M;16/11/1994;;78682;;Human Resources;69;Divorced;No
995;Diamond;Corkery;M;25/5/1974;PE;132008;;;60;Single;No
996;Linnie;Larson;F;4/3/1980;PE;92815;;Research & Development;92;Single;Yes
997;Agusta;Emmerich;M;5/12/1972;PE;114085;;Research & Development;91;Divorced;No
997;Andrew;Schulist;F;2/1/1971;PE;101940;;Research & Development;34;Single;No
997;Brook;Turner;M;21/6/1990;;80734;;Research & Development;49;Married;No
999;Maceo;Wisoky;M;12/11/1983;PE;142838;;Human Resources;33;Married;No
